%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=206728, 2026/02/18 13:6:2.32)
1 11  1.227765542547398212e+02 0 0 1.253555e-01 1.011808e-01 9.971803e-02 7.107300e-02 9.705790e-02 8.857055e-02 1.606078e-01 1.709334e-01 9.600272e-02 9.300698e-02 1.203213e-01 9.022358e-02 5.416184e-02 8.761425e-02 2.471148e-02 8.553530e-02 1.303274e-01 5.322685e-02 6.125495e-02 3.062536e-01 8.273768e-02 6.770972e-02 1.453789e-01 2.586314e-01 1.141190e-01 3.066422e-01 2.296697e-01 1.779874e-01 
2 21  1.150819984152299753e+02 0 0 1.024564e-01 1.111706e-01 8.708839e-02 7.961903e-02 9.400627e-02 9.403877e-02 1.398006e-01 1.834638e-01 1.041713e-01 1.305958e-01 1.064414e-01 8.197797e-02 5.730098e-02 9.845022e-02 2.755225e-02 9.249295e-02 1.222668e-01 4.408642e-02 5.884437e-02 2.762038e-01 8.163342e-02 7.002468e-02 1.246633e-01 2.578112e-01 1.025597e-01 2.991278e-01 2.318453e-01 2.030193e-01 
3 31  1.195371556334878136e+02 0 0 1.122079e-01 1.146124e-01 7.719555e-02 8.158368e-02 8.326247e-02 1.043345e-01 1.101098e-01 1.558183e-01 9.680473e-02 1.168380e-01 1.294142e-01 7.984584e-02 5.889337e-02 8.370834e-02 2.941430e-02 8.167817e-02 1.224794e-01 5.483601e-02 6.154276e-02 2.822652e-01 7.866856e-02 5.384819e-02 1.356731e-01 2.128396e-01 9.493966e-02 3.485977e-01 2.233330e-01 1.690775e-01 
4 41  1.036547388781726795e+02 0 0 1.214567e-01 1.176498e-01 8.503312e-02 9.129859e-02 8.285402e-02 9.367600e-02 1.417538e-01 1.642184e-01 8.303588e-02 1.041518e-01 1.178318e-01 7.531319e-02 6.287805e-02 8.713151e-02 2.446973e-02 8.329555e-02 1.224535e-01 4.257425e-02 6.180505e-02 2.998412e-01 8.087410e-02 5.262926e-02 1.498582e-01 2.609486e-01 9.368076e-02 3.321821e-01 2.334166e-01 1.980425e-01 
5 51  1.108939184640121312e+02 0 0 1.058991e-01 1.137169e-01 1.109690e-01 9.289574e-02 8.482937e-02 9.256125e-02 1.156287e-01 1.574998e-01 8.028734e-02 1.228324e-01 1.062617e-01 8.081435e-02 5.735436e-02 8.787765e-02 2.059377e-02 8.686152e-02 9.415660e-02 5.241412e-02 6.490011e-02 2.821775e-01 8.761960e-02 6.048809e-02 1.630289e-01 2.325025e-01 1.052243e-01 3.367840e-01 2.345167e-01 1.840270e-01 
6 61  9.178947212161287439e+01 0 0 1.165762e-01 1.080044e-01 9.783640e-02 9.618206e-02 6.143278e-02 9.530655e-02 1.310170e-01 1.547277e-01 7.787168e-02 1.421350e-01 1.025435e-01 8.466275e-02 5.494762e-02 7.222797e-02 2.557326e-02 9.549969e-02 1.122307e-01 5.048901e-02 6.666859e-02 2.889180e-01 9.094977e-02 6.187123e-02 1.320664e-01 2.707664e-01 8.827161e-02 3.101633e-01 2.098774e-01 2.117208e-01 
7 71  1.031354824148262139e+02 0 0 9.692230e-02 1.064131e-01 1.091964e-01 8.281177e-02 5.697198e-02 1.011023e-01 1.164216e-01 1.824891e-01 8.180733e-02 1.329738e-01 1.094592e-01 8.118601e-02 5.170665e-02 8.619614e-02 2.723904e-02 9.095108e-02 1.020547e-01 5.081190e-02 7.164091e-02 2.829343e-01 7.348985e-02 5.103160e-02 1.308024e-01 2.521776e-01 7.859201e-02 3.505382e-01 2.171738e-01 2.037196e-01 
8 81  1.123681920122325266e+02 0 0 9.959858e-02 1.028474e-01 8.363990e-02 8.197151e-02 6.295657e-02 1.122141e-01 9.689941e-02 1.671814e-01 7.637881e-02 1.281230e-01 9.957889e-02 7.887361e-02 5.078855e-02 8.305514e-02 2.370615e-02 8.979473e-02 1.037121e-01 5.718760e-02 5.688944e-02 2.777840e-01 9.751113e-02 3.279397e-02 1.417243e-01 2.612793e-01 1.042931e-01 3.232595e-01 2.018287e-01 1.929624e-01 
9 91  1.000406833202551695e+02 0 0 1.018074e-01 1.072813e-01 9.634670e-02 8.895140e-02 5.900078e-02 9.913476e-02 7.334629e-02 1.945331e-01 7.451103e-02 1.407000e-01 1.001308e-01 8.865581e-02 5.066192e-02 9.645703e-02 2.523869e-02 9.846079e-02 1.273435e-01 5.399074e-02 6.292073e-02 2.721221e-01 8.637305e-02 5.992561e-02 1.548896e-01 2.534300e-01 1.009572e-01 3.424825e-01 2.116304e-01 2.009148e-01 
10 101  9.678039106991123219e+01 0 0 1.179849e-01 1.080011e-01 9.280896e-02 8.728728e-02 6.943027e-02 9.888543e-02 1.134873e-01 1.748572e-01 8.511214e-02 1.354845e-01 9.949526e-02 7.322064e-02 4.984819e-02 8.982227e-02 2.337112e-02 9.752837e-02 1.104137e-01 4.794448e-02 7.865445e-02 2.914147e-01 9.014376e-02 5.405013e-02 1.242111e-01 3.122757e-01 9.029402e-02 3.382863e-01 2.065647e-01 1.833880e-01 
11 111  1.002669340062668937e+02 0 0 1.234365e-01 1.162658e-01 8.033676e-02 9.372453e-02 6.205404e-02 1.201099e-01 1.384701e-01 1.581351e-01 7.748078e-02 1.498325e-01 9.310087e-02 6.782066e-02 5.787425e-02 9.899703e-02 2.389110e-02 1.021633e-01 1.156910e-01 5.276964e-02 7.571002e-02 3.169227e-01 1.023466e-01 5.534762e-02 1.441464e-01 2.841921e-01 1.045240e-01 3.339013e-01 2.094102e-01 2.115483e-01 
