%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210545, 2026/02/14 23:19:21.47)
1 11 3.930798e-02 1.171423e+01  1.129487406592206185e+02  1.338231832981757918e+02  1.792705783828997710e+02  3.799486361115165778e+02
2 21 3.788744e-02 1.166068e+01  1.129487406592206185e+02  1.392215819328930309e+02  1.864496054504876383e+02  3.389835298017422360e+02
3 31 3.681007e-02 1.164625e+01  1.129487406592206185e+02  1.424630870431342373e+02  2.188329743353368144e+02  2.882975841902105572e+02
4 41 3.553663e-02 1.169502e+01  1.129487406592206185e+02  1.501851723515382275e+02  1.996684668899606550e+02  2.899349498288904670e+02
5 51 3.427011e-02 1.173223e+01  1.129487406592206185e+02  1.391385733804947336e+02  1.812759636243669092e+02  4.547386152101280459e+02
6 61 3.330215e-02 1.172962e+01  1.129487406592206185e+02  1.376890897252476975e+02  1.754509148600138815e+02  3.225650143450009182e+02
7 71 3.272171e-02 1.166013e+01  1.129487406592206185e+02  1.401517497525077829e+02  1.872241781000075775e+02  2.318722704415187081e+02
8 81 3.173825e-02 1.162907e+01  1.129487406592206185e+02  1.446038046931346059e+02  1.741932062966998274e+02  2.101542908900199222e+02
9 91 3.089354e-02 1.164863e+01  1.129487406592206185e+02  1.251641606257607862e+02  1.965244686144371258e+02  2.764202706321860319e+02
10 101 3.024728e-02 1.162259e+01  1.129487406592206185e+02  1.279166475909339766e+02  1.694842445232986279e+02  2.161243529973483817e+02
11 111 2.905053e-02 1.162467e+01  1.129487406592206185e+02  1.229242189054210854e+02  1.430720872375403303e+02  3.243811073476214233e+02
12 121 2.780239e-02 1.160723e+01  1.129487406592206185e+02  1.195971678109120546e+02  1.539708195219459412e+02  1.962775629714070931e+02
13 131 2.710650e-02 1.161056e+01  1.129487406592206185e+02  1.192938699616167924e+02  1.608728161154089094e+02  1.942007579554326355e+02
14 141 2.607076e-02 1.162685e+01  1.129487406592206185e+02  1.222926848606465029e+02  1.392128339115645588e+02  1.815761987492720664e+02
15 151 2.552328e-02 1.159429e+01  1.129487406592206185e+02  1.226082712558087309e+02  1.470888431814441901e+02  1.761727527972321923e+02
16 161 2.525117e-02 1.156880e+01  1.129487406592206185e+02  1.259149107310088027e+02  1.625949946604762602e+02  2.244536373691788071e+02
17 171 2.453995e-02 1.155651e+01  1.129487406592206185e+02  1.274814351777711039e+02  1.458844428426790500e+02  2.433286057759810035e+02
18 181 2.385971e-02 1.153859e+01  1.129487406592206185e+02  1.247771033299417809e+02  1.406301913533112895e+02  1.748762706313751778e+02
19 191 2.301711e-02 1.153465e+01  1.129487406592206185e+02  1.206486023545256643e+02  1.325485520153791299e+02  1.983449060182123560e+02
20 201 2.215161e-02 1.149283e+01  1.129487406592206185e+02  1.232726127189056768e+02  1.325844828645813891e+02  1.544744534565026584e+02
21 211 2.172819e-02 1.144245e+01  1.129487406592206185e+02  1.215541576331774110e+02  1.355945139573518645e+02  1.565808641860312491e+02
22 221 2.129181e-02 1.137489e+01  1.129487406592206185e+02  1.216709195830996322e+02  1.425009063843909871e+02  1.708355102157526630e+02
23 231 2.111806e-02 1.128117e+01  1.129487406592206185e+02  1.298669703252376451e+02  1.442494239488049175e+02  1.985052682618518531e+02
24 241 2.063951e-02 1.123508e+01  1.129487406592206185e+02  1.194453037075395656e+02  1.416291759495295821e+02  1.952781816013716707e+02
25 251 2.039302e-02 1.121957e+01  1.129487406592206185e+02  1.201337830940135518e+02  1.349573166920374092e+02  2.242673053983335762e+02
26 261 1.981202e-02 1.120562e+01  1.129487406592206185e+02  1.227369956995968323e+02  1.442002021968509666e+02  1.665581613527176046e+02
27 271 1.914149e-02 1.117730e+01  1.129487406592206185e+02  1.241417628444111756e+02  1.439543319897111360e+02  1.507536639581628890e+02
28 281 1.885060e-02 1.116706e+01  1.129487406592206185e+02  1.215391409092013220e+02  1.337138597095947148e+02  2.344808848401055172e+02
29 291 1.845566e-02 1.117270e+01  1.129487406592206185e+02  1.178063595384582953e+02  1.448023996215199531e+02  1.529401624047085591e+02
30 301 1.808111e-02 1.116707e+01  1.129487406592206185e+02  1.219516385159031557e+02  1.354021765636668988e+02  1.634328975361782739e+02
31 311 1.758266e-02 1.115993e+01  1.129487406592206185e+02  1.249097719196718685e+02  1.404085441624238797e+02  1.778087634449379948e+02
32 321 1.724784e-02 1.113086e+01  1.129487406592206185e+02  1.218895035325763274e+02  1.338897645422147775e+02  1.665244714359130569e+02
33 331 1.689285e-02 1.108469e+01  1.129487406592206185e+02  1.246534940068541317e+02  1.387337139582037082e+02  3.243785503133192378e+02
34 341 1.637267e-02 1.105416e+01  1.129487406592206185e+02  1.225612592722169580e+02  1.405568604924595491e+02  1.576092956638820795e+02
35 351 1.606270e-02 1.105857e+01  1.129487406592206185e+02  1.210250733379036632e+02  1.320615585035597519e+02  1.540125984460293012e+02
36 361 1.544190e-02 1.106126e+01  1.129487406592206185e+02  1.234769076603986093e+02  1.272904207478113534e+02  1.401364984282587329e+02
37 371 1.510563e-02 1.107769e+01  1.129487406592206185e+02  1.214352752760322858e+02  1.263360225750557930e+02  1.383390884832026302e+02
38 381 1.495600e-02 1.107610e+01  1.129487406592206185e+02  1.170348085087465080e+02  1.277947309855179157e+02  1.423910205437354364e+02
39 391 1.471378e-02 1.103892e+01  1.129487406592206185e+02  1.190486963606164466e+02  1.340636609181000836e+02  1.403516411284486196e+02
40 401 1.411115e-02 1.105539e+01  1.129487406592206185e+02  1.198151069865880771e+02  1.384298983028214138e+02  2.191488793160665693e+02
41 411 1.390123e-02 1.103588e+01  1.129487406592206185e+02  1.189547573722904730e+02  1.332332109736981920e+02  1.419109889447471744e+02
