%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=210545, 2026/02/14 23:19:21.47)
1 11  1.338231832981757918e+02 0 0 1.395024e-01 9.409283e-02 9.536869e-02 8.837200e-02 7.742955e-02 1.149999e-01 2.261616e-01 1.659426e-01 9.048840e-02 1.116960e-01 1.104853e-01 8.571369e-02 4.018137e-02 9.167232e-02 2.860611e-02 8.240478e-02 1.466823e-01 5.712664e-02 5.304863e-02 3.275193e-01 7.207309e-02 6.621721e-02 1.597033e-01 3.202817e-01 1.247447e-01 3.922652e-01 2.560701e-01 2.056639e-01 
2 21  1.392215819328930309e+02 0 0 1.235353e-01 8.088751e-02 1.025624e-01 7.628677e-02 8.786052e-02 1.145781e-01 1.553729e-01 1.667717e-01 8.187374e-02 9.951168e-02 9.695023e-02 7.856823e-02 4.142753e-02 1.093645e-01 3.893329e-02 7.961950e-02 1.120363e-01 4.957602e-02 6.233413e-02 3.040776e-01 7.382684e-02 5.925003e-02 1.623835e-01 3.474935e-01 1.244765e-01 3.822092e-01 2.523123e-01 2.156716e-01 
3 31  1.424630870431342373e+02 0 0 1.343821e-01 1.104292e-01 1.152888e-01 8.673620e-02 8.093655e-02 1.243334e-01 1.724978e-01 1.710471e-01 8.218881e-02 1.079013e-01 8.275875e-02 7.699587e-02 4.580335e-02 1.099902e-01 3.719120e-02 9.391833e-02 1.293992e-01 5.444833e-02 4.959521e-02 3.526065e-01 7.627398e-02 7.904341e-02 1.655924e-01 3.868139e-01 1.290691e-01 4.027192e-01 2.590017e-01 2.266694e-01 
4 41  1.501851723515382275e+02 0 0 1.242492e-01 1.021357e-01 1.168951e-01 8.197533e-02 9.831632e-02 1.078977e-01 1.956072e-01 1.515782e-01 9.620065e-02 1.160773e-01 1.074094e-01 6.002894e-02 3.821112e-02 1.081154e-01 3.456236e-02 9.517393e-02 1.279394e-01 5.207537e-02 4.669017e-02 3.050341e-01 9.866129e-02 6.495675e-02 1.400610e-01 3.134287e-01 1.320627e-01 4.610562e-01 2.512836e-01 2.102672e-01 
5 51  1.391385733804947336e+02 0 0 1.259708e-01 1.008194e-01 1.115353e-01 9.638305e-02 8.917020e-02 1.159453e-01 1.598301e-01 1.514969e-01 1.065278e-01 1.015904e-01 1.128382e-01 7.530925e-02 5.354144e-02 1.211108e-01 3.352554e-02 1.041874e-01 1.288251e-01 4.859655e-02 4.462958e-02 3.638516e-01 9.144046e-02 5.345074e-02 1.390458e-01 3.447935e-01 1.208862e-01 5.010280e-01 2.489695e-01 2.177627e-01 
6 61  1.376890897252476975e+02 0 0 1.233260e-01 1.170235e-01 1.133730e-01 1.131835e-01 1.045904e-01 1.210197e-01 1.741760e-01 1.601282e-01 9.654028e-02 1.101073e-01 1.054679e-01 6.909526e-02 3.836099e-02 1.053858e-01 4.110185e-02 9.840236e-02 1.000356e-01 4.645623e-02 3.663669e-02 3.438247e-01 9.646315e-02 6.826925e-02 1.502976e-01 3.421861e-01 1.188410e-01 3.975219e-01 2.703633e-01 2.253495e-01 
7 71  1.401517497525077829e+02 0 0 1.071507e-01 9.474271e-02 1.227648e-01 1.002031e-01 1.010198e-01 1.256062e-01 1.753745e-01 1.405634e-01 1.105861e-01 1.240734e-01 1.130973e-01 7.269785e-02 4.819926e-02 8.571468e-02 4.283573e-02 9.527526e-02 1.110661e-01 5.097453e-02 3.944153e-02 3.258636e-01 9.045316e-02 6.937266e-02 1.817338e-01 3.481982e-01 1.091728e-01 4.510911e-01 2.562314e-01 2.286444e-01 
8 81  1.446038046931346059e+02 0 0 1.459399e-01 1.073731e-01 1.258842e-01 1.019610e-01 1.044041e-01 1.132484e-01 1.763620e-01 1.520621e-01 1.112357e-01 1.086136e-01 1.036834e-01 6.915619e-02 4.478754e-02 7.532847e-02 4.444637e-02 1.080528e-01 1.232734e-01 5.566462e-02 4.439348e-02 2.967024e-01 8.769969e-02 7.520916e-02 1.857578e-01 3.472192e-01 1.141604e-01 4.249128e-01 2.512031e-01 2.199498e-01 
9 91  1.251641606257607862e+02 0 0 1.159244e-01 8.955589e-02 1.232428e-01 1.104030e-01 1.052554e-01 1.276482e-01 1.706664e-01 1.641654e-01 1.154741e-01 1.230356e-01 1.199633e-01 8.955867e-02 5.130932e-02 8.508082e-02 3.840459e-02 8.840638e-02 1.315973e-01 5.183469e-02 3.405426e-02 3.524049e-01 8.275920e-02 7.262410e-02 1.564904e-01 3.298357e-01 1.224798e-01 3.674933e-01 2.347940e-01 2.224178e-01 
10 101  1.279166475909339766e+02 0 0 1.153045e-01 1.075721e-01 1.297235e-01 1.137173e-01 1.089415e-01 1.391494e-01 1.217818e-01 1.545249e-01 1.162127e-01 1.253832e-01 1.128548e-01 7.426328e-02 5.870794e-02 8.821519e-02 3.301349e-02 9.215986e-02 1.171662e-01 5.087383e-02 4.205803e-02 3.422662e-01 8.527097e-02 6.781367e-02 1.540854e-01 3.374068e-01 1.280484e-01 3.796788e-01 2.261137e-01 2.194359e-01 
