%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=216610, 2026/02/16 20:57:45.12)
1 11 4.046984e-02 1.184911e+01  1.190051915573493204e+02  1.193539593816078934e+02  1.827829359930657347e+02  3.890250445319786650e+02
2 21 3.898169e-02 1.186883e+01  1.190051915573493204e+02  1.419745961139882127e+02  2.024120078693823928e+02  3.303169165896132426e+02
3 31 3.785017e-02 1.187111e+01  1.190051915573493204e+02  1.366782898141650548e+02  1.916589173159284485e+02  4.035508921051574021e+02
4 41 3.598858e-02 1.186209e+01  1.190051915573493204e+02  1.329356796651864272e+02  1.801325918006640450e+02  3.306739713294517742e+02
5 51 3.440888e-02 1.189216e+01  1.190051915573493204e+02  1.459243181727457568e+02  1.967608179927179322e+02  4.641014973563229091e+02
6 61 3.283151e-02 1.191584e+01  1.190051915573493204e+02  1.258388097345845011e+02  1.719215627803604320e+02  2.414270126965404302e+02
7 71 3.178830e-02 1.192714e+01  1.190051915573493204e+02  1.232963635991484637e+02  1.873885788313098715e+02  2.895935554692228493e+02
8 81 3.073577e-02 1.188151e+01  1.190051915573493204e+02  1.275780988791735808e+02  1.540488071354683370e+02  2.925755050706805491e+02
9 91 3.004609e-02 1.186876e+01  1.190051915573493204e+02  1.219880398308799982e+02  1.579560469702169030e+02  2.270454503778775859e+02
10 101 2.932595e-02 1.185841e+01  1.190051915573493204e+02  1.321334299977471574e+02  1.478477852733497286e+02  2.583924920363596129e+02
11 111 2.809991e-02 1.183899e+01  1.190051915573493204e+02  1.226011054806318299e+02  1.462315058936553100e+02  2.430870010452164820e+02
12 121 2.700654e-02 1.175578e+01  1.190051915573493204e+02  1.212788164855315074e+02  1.505009136620566892e+02  1.782854085625829441e+02
13 131 2.595468e-02 1.174293e+01  1.136841529079053288e+02  1.136841529079053288e+02  1.526470432078525619e+02  1.916801056323542980e+02
14 141 2.493145e-02 1.172974e+01  1.136841529079053288e+02  1.192750439699347567e+02  1.539397714877670467e+02  2.339582879411022986e+02
15 151 2.380299e-02 1.173553e+01  1.136841529079053288e+02  1.184050979385420987e+02  1.475669619304252933e+02  2.345467132682275633e+02
16 161 2.362356e-02 1.173199e+01  1.136841529079053288e+02  1.243432857035222128e+02  1.531678323103249113e+02  2.547496440044946553e+02
17 171 2.379268e-02 1.174359e+01  1.136841529079053288e+02  1.165361822772930509e+02  1.459735910434517621e+02  2.228485448069833126e+02
18 181 2.367570e-02 1.172076e+01  1.136841529079053288e+02  1.152978402833183935e+02  1.559391130894277353e+02  3.557407334446723439e+02
19 191 2.378902e-02 1.167026e+01  1.103734680668113555e+02  1.103734680668113555e+02  1.318503511534639188e+02  2.077376909297093448e+02
20 201 2.389551e-02 1.160750e+01  1.103734680668113555e+02  1.198360770144138172e+02  1.392601913116327523e+02  2.398897627664064771e+02
21 211 2.380629e-02 1.158776e+01  1.103734680668113555e+02  1.170906387263645598e+02  1.630419806918720269e+02  2.092224867239350203e+02
22 221 2.328855e-02 1.155820e+01  1.096698893039861815e+02  1.096698893039861815e+02  1.344228526811570532e+02  1.967058832767449701e+02
23 231 2.290246e-02 1.154302e+01  1.096698893039861815e+02  1.096825567194088364e+02  1.304515474688275276e+02  2.070854269525793256e+02
24 241 2.245556e-02 1.154332e+01  1.096698893039861815e+02  1.134013244060398193e+02  1.210643363862718331e+02  1.314233061720139517e+02
25 251 2.178171e-02 1.153825e+01  1.096698893039861815e+02  1.202558487408760470e+02  1.337955815883387345e+02  2.216653585098722772e+02
26 261 2.114589e-02 1.157124e+01  1.096698893039861815e+02  1.140960531307877659e+02  1.302409730425306122e+02  1.591325215008341161e+02
27 271 2.080148e-02 1.156746e+01  1.096698893039861815e+02  1.149008550162362212e+02  1.250714111500709720e+02  2.221899388401340900e+02
28 281 2.034798e-02 1.156943e+01  1.096698893039861815e+02  1.139979628035562911e+02  1.212037106775062512e+02  1.750576506238369916e+02
29 291 1.967513e-02 1.157895e+01  1.096698893039861815e+02  1.097517646170139329e+02  1.308062624513079015e+02  2.206484726894065886e+02
30 301 1.920736e-02 1.158878e+01  1.096698893039861815e+02  1.098104256610959339e+02  1.244073849804031227e+02  1.410599889942653249e+02
31 311 1.877275e-02 1.159080e+01  1.092495752701759102e+02  1.092495752701759102e+02  1.267125360083653618e+02  1.502666758836324163e+02
32 321 1.839993e-02 1.156910e+01  1.086969619019372146e+02  1.086969619019372146e+02  1.220716190081437560e+02  1.573480072287012206e+02
33 331 1.831779e-02 1.158441e+01  1.083628704683646760e+02  1.083628704683646760e+02  1.226609119795284641e+02  2.533867715533035323e+02
34 341 1.829548e-02 1.158087e+01  1.083628704683646760e+02  1.100422327209910662e+02  1.200733418193727289e+02  1.373289936949946366e+02
