%  columns="iteration, evaluation, void, void, void, xmean" (startseed=216610, 2026/02/16 20:57:45.12)
0 1 0 0 0 1.231853e-01 9.680283e-02 1.254715e-01 9.417641e-02 8.248730e-02 1.146404e-01 1.810990e-01 1.663389e-01 1.077580e-01 1.221565e-01 1.143962e-01 9.114376e-02 5.074259e-02 9.989403e-02 3.079632e-02 9.680283e-02 1.463835e-01 5.906923e-02 5.688779e-02 3.428694e-01 9.316656e-02 7.770965e-02 1.724128e-01 3.321801e-01 1.240183e-01 3.645751e-01 2.537129e-01 2.273099e-01 
1 11 0 0 0 1.220884e-01 9.674709e-02 1.263153e-01 8.764767e-02 8.673633e-02 1.034321e-01 1.714196e-01 1.701708e-01 1.126163e-01 1.238008e-01 1.161227e-01 8.815639e-02 5.781527e-02 9.389526e-02 3.139520e-02 9.694181e-02 1.471387e-01 6.054586e-02 5.647313e-02 3.244893e-01 1.008153e-01 8.312093e-02 1.712980e-01 3.362291e-01 1.330891e-01 3.687468e-01 2.464820e-01 2.432987e-01 
2 21 0 0 0 1.303915e-01 9.734470e-02 1.183174e-01 8.976281e-02 9.003307e-02 9.862893e-02 1.562858e-01 1.587881e-01 1.238464e-01 1.235034e-01 1.197873e-01 9.656279e-02 5.531034e-02 9.356338e-02 3.056972e-02 8.406371e-02 1.562310e-01 5.436023e-02 5.064188e-02 3.149288e-01 1.039126e-01 9.085682e-02 1.842095e-01 3.712833e-01 1.368086e-01 3.374069e-01 2.581093e-01 2.468227e-01 
3 31 0 0 0 1.450553e-01 9.003056e-02 1.257069e-01 8.984170e-02 8.522074e-02 8.537530e-02 1.522895e-01 1.410687e-01 1.160930e-01 1.233782e-01 1.188769e-01 1.016314e-01 5.293117e-02 1.001699e-01 3.050640e-02 8.716239e-02 1.510861e-01 5.618779e-02 5.316229e-02 3.249151e-01 1.066559e-01 9.292484e-02 1.905130e-01 3.786124e-01 1.196855e-01 3.434868e-01 2.604954e-01 2.505768e-01 
4 41 0 0 0 1.311159e-01 8.867467e-02 1.135802e-01 8.935474e-02 8.368550e-02 9.569546e-02 1.659035e-01 1.322511e-01 1.162324e-01 1.244668e-01 1.222993e-01 1.022437e-01 5.187669e-02 1.022491e-01 3.121910e-02 8.476192e-02 1.502308e-01 5.588576e-02 5.816365e-02 3.156564e-01 1.058617e-01 8.801518e-02 1.881047e-01 3.749295e-01 1.185898e-01 3.861094e-01 2.710215e-01 2.519184e-01 
5 51 0 0 0 1.268263e-01 8.276272e-02 1.262949e-01 9.754781e-02 8.349239e-02 9.602267e-02 1.794274e-01 1.242693e-01 1.126557e-01 1.227924e-01 1.213846e-01 9.626842e-02 5.091490e-02 1.015594e-01 3.182360e-02 8.507416e-02 1.474197e-01 5.405632e-02 5.303953e-02 3.347157e-01 1.046565e-01 8.697670e-02 2.001419e-01 3.820079e-01 1.135563e-01 4.068561e-01 2.629226e-01 2.449984e-01 
6 61 0 0 0 1.276988e-01 8.458123e-02 1.233811e-01 9.597394e-02 8.148298e-02 1.030604e-01 1.790497e-01 1.258759e-01 1.175758e-01 1.276847e-01 1.206847e-01 8.921747e-02 5.424896e-02 9.446649e-02 2.995952e-02 8.823781e-02 1.609299e-01 5.221444e-02 5.215972e-02 3.577217e-01 1.031248e-01 8.750458e-02 2.005180e-01 3.611581e-01 1.284868e-01 4.298274e-01 2.637537e-01 2.520728e-01 
7 71 0 0 0 1.313771e-01 8.619701e-02 1.304759e-01 9.985157e-02 8.414207e-02 9.996933e-02 1.812488e-01 1.210331e-01 1.242864e-01 1.365185e-01 1.187035e-01 8.702446e-02 5.288761e-02 9.796655e-02 3.074904e-02 8.526652e-02 1.576906e-01 5.320827e-02 4.680627e-02 3.412303e-01 1.110052e-01 8.951294e-02 2.156040e-01 3.728524e-01 1.305748e-01 4.066077e-01 2.551788e-01 2.358518e-01 
8 81 0 0 0 1.191460e-01 9.383469e-02 1.231799e-01 9.371758e-02 9.077835e-02 9.291218e-02 1.686635e-01 1.346234e-01 1.206918e-01 1.371247e-01 1.204952e-01 8.768658e-02 5.484780e-02 1.010987e-01 2.760818e-02 8.964795e-02 1.489873e-01 4.651908e-02 5.126466e-02 3.574487e-01 1.139024e-01 8.935090e-02 2.086389e-01 3.568771e-01 1.346717e-01 4.036688e-01 2.569239e-01 2.160946e-01 
9 91 0 0 0 1.123900e-01 9.640076e-02 1.277808e-01 9.034563e-02 9.598783e-02 9.279217e-02 1.722149e-01 1.308875e-01 1.137282e-01 1.364145e-01 1.184195e-01 8.339161e-02 5.996042e-02 1.050784e-01 2.759931e-02 8.286954e-02 1.499650e-01 4.615553e-02 5.066552e-02 3.661606e-01 1.114764e-01 8.697578e-02 1.992744e-01 3.485096e-01 1.368811e-01 3.991678e-01 2.548604e-01 2.081695e-01 
