%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215742, 2026/02/19 14:45:51.43)
1 11 4.098410e-02 1.261201e+01  7.897986877004673545e+01  1.002396118223395547e+02  1.214035906988451217e+02  3.518108954159269501e+02
2 21 3.971798e-02 1.256540e+01  7.897986877004673545e+01  8.957062459856845749e+01  1.492788920845974587e+02  3.518138671562377908e+02
3 31 3.888402e-02 1.256631e+01  7.897986877004673545e+01  1.014602802817871350e+02  1.381483958747592737e+02  2.023791890335213282e+02
4 41 3.813228e-02 1.254277e+01  7.897986877004673545e+01  1.041991480159028924e+02  1.434706214640143571e+02  3.865441780454225409e+02
5 51 3.738078e-02 1.254043e+01  7.897986877004673545e+01  1.031968259053715684e+02  1.436192432784348512e+02  2.257110946487450747e+02
6 61 3.705036e-02 1.247287e+01  7.897986877004673545e+01  9.219959155067476786e+01  1.581323093826678416e+02  3.067919618112477451e+02
7 71 3.700672e-02 1.246457e+01  7.897986877004673545e+01  9.988606427234927310e+01  1.841508227268743099e+02  3.419558708621986511e+02
8 81 3.680376e-02 1.241372e+01  7.897986877004673545e+01  1.173586286434438648e+02  1.548305744333403595e+02  1.951210859604307473e+02
9 91 3.630203e-02 1.239202e+01  7.897986877004673545e+01  1.026356864258878687e+02  1.733629213959166009e+02  2.702024490620884762e+02
10 101 3.517579e-02 1.240107e+01  7.897986877004673545e+01  1.110409382595206580e+02  1.752162916557057883e+02  2.869864881411426154e+02
11 111 3.404566e-02 1.240554e+01  7.897986877004673545e+01  1.075793600896221562e+02  1.777428765697310666e+02  2.240541977921236310e+02
12 121 3.289093e-02 1.241565e+01  7.897986877004673545e+01  1.083847851126860036e+02  1.364724467620006862e+02  1.699281746432509976e+02
13 131 3.173095e-02 1.240329e+01  7.897986877004673545e+01  9.070512373848143284e+01  1.247237576658140199e+02  2.070416442054373078e+02
14 141 3.086767e-02 1.241422e+01  7.897986877004673545e+01  1.010774738096322949e+02  1.578391823434694743e+02  2.986758903357750796e+02
15 151 2.984627e-02 1.238569e+01  7.897986877004673545e+01  9.450246984756414292e+01  1.237198267532026534e+02  1.958576436049168308e+02
16 161 2.918580e-02 1.239010e+01  7.897986877004673545e+01  8.860559014186539173e+01  1.263980007988083401e+02  1.396668056105919220e+02
17 171 2.804832e-02 1.239229e+01  7.897986877004673545e+01  9.231736916138844151e+01  1.262026566282174969e+02  2.375572742008014018e+02
18 181 2.689928e-02 1.238796e+01  7.897986877004673545e+01  8.212701171574070713e+01  1.279029848458925613e+02  1.852409789141768499e+02
19 191 2.634737e-02 1.238889e+01  7.897986877004673545e+01  1.045879986728475615e+02  1.229656793579435430e+02  1.670154421199688386e+02
20 201 2.540290e-02 1.234531e+01  7.897986877004673545e+01  8.756081646249879213e+01  1.089095975739659394e+02  1.329976841543677608e+02
21 211 2.434179e-02 1.233107e+01  7.897986877004673545e+01  8.913815776504107191e+01  1.113708517990807536e+02  1.561494070855397069e+02
