%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=215742, 2026/02/19 14:45:51.43)
1 11  1.002396118223395547e+02 0 0 1.090893e-01 1.084255e-01 1.103047e-01 8.365722e-02 8.428606e-02 1.192884e-01 1.431639e-01 1.308842e-01 6.513189e-02 1.043382e-01 1.076390e-01 8.772937e-02 4.351388e-02 1.018155e-01 2.966896e-02 6.649615e-02 1.280730e-01 6.339051e-02 6.062263e-02 2.862438e-01 8.613619e-02 7.506712e-02 1.570117e-01 3.451097e-01 1.034071e-01 3.835592e-01 2.499004e-01 1.963608e-01 
2 21  8.957062459856845749e+01 0 0 9.324044e-02 1.065237e-01 1.072724e-01 9.309186e-02 9.382635e-02 1.299526e-01 1.349332e-01 1.207309e-01 8.147275e-02 1.381155e-01 1.129343e-01 8.898644e-02 5.338460e-02 8.597218e-02 2.769682e-02 7.157729e-02 1.521155e-01 7.957997e-02 6.195020e-02 2.976743e-01 9.764199e-02 7.078835e-02 1.862136e-01 3.079495e-01 1.098627e-01 3.372923e-01 2.530784e-01 2.679264e-01 
3 31  1.014602802817871350e+02 0 0 9.006659e-02 1.181592e-01 1.273679e-01 9.434040e-02 8.243698e-02 1.467027e-01 1.415153e-01 1.356589e-01 6.321052e-02 1.012763e-01 9.982506e-02 9.249833e-02 5.165774e-02 9.511394e-02 2.720265e-02 5.939342e-02 1.317883e-01 6.107696e-02 5.514834e-02 3.012513e-01 8.180207e-02 8.145405e-02 1.910011e-01 3.113837e-01 1.178470e-01 3.118059e-01 2.685878e-01 2.420564e-01 
4 41  1.041991480159028924e+02 0 0 1.080136e-01 1.056208e-01 1.099124e-01 9.760010e-02 1.026703e-01 1.233639e-01 1.333056e-01 1.183191e-01 9.329464e-02 1.082374e-01 9.136840e-02 8.841953e-02 5.566149e-02 1.124558e-01 3.317000e-02 5.365139e-02 1.393331e-01 6.026793e-02 6.973009e-02 2.981262e-01 7.712656e-02 8.652004e-02 1.874085e-01 2.921539e-01 1.226152e-01 3.504657e-01 2.625838e-01 2.210783e-01 
5 51  1.031968259053715684e+02 0 0 1.415709e-01 7.796372e-02 1.234767e-01 8.735908e-02 1.006707e-01 1.279614e-01 1.201770e-01 8.849691e-02 9.659156e-02 1.171193e-01 1.149444e-01 9.785353e-02 5.262845e-02 1.107860e-01 3.252795e-02 7.724374e-02 1.403762e-01 6.474591e-02 6.600409e-02 2.974882e-01 9.669128e-02 7.892789e-02 1.667457e-01 2.863099e-01 1.278056e-01 3.307942e-01 2.541674e-01 2.470398e-01 
6 61  9.219959155067476786e+01 0 0 1.198305e-01 9.059526e-02 1.348253e-01 8.116460e-02 1.066862e-01 1.035000e-01 1.312216e-01 7.883777e-02 6.223464e-02 9.950204e-02 1.190336e-01 9.158765e-02 5.457877e-02 9.627705e-02 3.682131e-02 7.935310e-02 1.583128e-01 6.181671e-02 5.885269e-02 3.346499e-01 9.300594e-02 7.913736e-02 1.664463e-01 3.108759e-01 1.320609e-01 3.368067e-01 2.408012e-01 2.377997e-01 
7 71  9.988606427234927310e+01 0 0 1.022086e-01 9.009131e-02 1.260521e-01 8.995416e-02 1.004180e-01 9.124435e-02 1.089897e-01 8.811071e-02 7.391259e-02 1.131511e-01 1.295860e-01 1.133893e-01 4.872709e-02 8.561323e-02 3.379141e-02 5.685926e-02 1.711264e-01 5.491239e-02 5.592483e-02 3.406063e-01 9.667834e-02 8.466790e-02 1.754493e-01 3.003367e-01 1.446317e-01 3.778344e-01 2.774598e-01 2.789667e-01 
8 81  1.173586286434438648e+02 0 0 1.247362e-01 7.879579e-02 1.147272e-01 6.266735e-02 9.639409e-02 9.664586e-02 8.094441e-02 9.668777e-02 8.108686e-02 1.287594e-01 1.198197e-01 1.000417e-01 4.972832e-02 9.710701e-02 3.370068e-02 8.298600e-02 1.487756e-01 6.272018e-02 5.888318e-02 3.177388e-01 1.106159e-01 7.651689e-02 1.817662e-01 2.874791e-01 1.507732e-01 4.006904e-01 2.487379e-01 2.410997e-01 
9 91  1.026356864258878687e+02 0 0 1.242760e-01 7.926535e-02 1.422238e-01 1.053509e-01 8.956838e-02 9.743341e-02 1.224183e-01 6.548374e-02 9.942416e-02 1.500794e-01 1.120571e-01 1.024003e-01 5.998233e-02 9.602890e-02 3.169776e-02 7.799948e-02 1.403921e-01 6.321837e-02 6.180551e-02 3.262972e-01 1.177388e-01 8.996221e-02 1.148969e-01 3.152560e-01 1.248150e-01 3.450000e-01 2.519159e-01 2.538823e-01 
10 101  1.110409382595206580e+02 0 0 1.370189e-01 9.179121e-02 1.309038e-01 7.740965e-02 8.550850e-02 8.127019e-02 1.419278e-01 1.115317e-01 9.026229e-02 1.114936e-01 8.392489e-02 8.945906e-02 5.876985e-02 9.227277e-02 3.469876e-02 6.544168e-02 1.588658e-01 6.539634e-02 5.715056e-02 3.324893e-01 1.128599e-01 9.122917e-02 1.559303e-01 3.478109e-01 1.322078e-01 4.068337e-01 2.684775e-01 2.482150e-01 
