%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212815, 2026/02/15 21:7:57.16)
1 11  1.187484686710457709e+02 0 0 1.053169e-01 7.476268e-02 1.120301e-01 8.803803e-02 8.803782e-02 9.421917e-02 1.373073e-01 1.423180e-01 9.416837e-02 8.918842e-02 9.979766e-02 8.784427e-02 3.577268e-02 9.164639e-02 2.155058e-02 1.017725e-01 1.173384e-01 5.640569e-02 5.866694e-02 2.919746e-01 8.576859e-02 7.076284e-02 1.443802e-01 3.340265e-01 1.258069e-01 3.142185e-01 2.224971e-01 1.795089e-01 
2 21  1.254653147517261402e+02 0 0 1.156519e-01 7.105283e-02 1.270265e-01 8.597195e-02 8.822682e-02 9.845794e-02 1.758514e-01 1.385304e-01 1.059964e-01 1.086496e-01 1.148167e-01 9.220508e-02 3.793964e-02 7.647656e-02 2.602918e-02 9.259995e-02 1.172133e-01 4.310141e-02 6.625977e-02 3.258313e-01 8.013923e-02 6.791030e-02 1.259634e-01 2.611569e-01 1.109475e-01 2.853381e-01 2.373566e-01 1.979905e-01 
3 31  1.148260259828091279e+02 0 0 1.225961e-01 7.463280e-02 1.301696e-01 8.552112e-02 9.695725e-02 1.054010e-01 1.893249e-01 1.515916e-01 9.211433e-02 1.173297e-01 1.192219e-01 1.053463e-01 4.292939e-02 7.409299e-02 2.317672e-02 8.397223e-02 1.124896e-01 4.992144e-02 7.405392e-02 3.252259e-01 7.629148e-02 6.489377e-02 1.490320e-01 3.071720e-01 9.925244e-02 2.899651e-01 2.257347e-01 1.877101e-01 
4 41  1.144455858665770620e+02 0 0 1.143866e-01 6.818758e-02 1.348797e-01 8.097160e-02 9.278881e-02 1.113466e-01 1.836507e-01 1.466421e-01 9.692158e-02 9.982169e-02 1.195092e-01 1.158103e-01 4.351582e-02 8.661804e-02 2.464581e-02 8.323353e-02 1.005080e-01 5.178630e-02 6.916698e-02 3.301108e-01 8.037580e-02 5.605776e-02 1.287130e-01 2.825757e-01 1.147696e-01 3.030795e-01 2.228079e-01 1.882615e-01 
5 51  1.098033074303345842e+02 0 0 1.152762e-01 8.501503e-02 1.437188e-01 9.236203e-02 1.018384e-01 1.193402e-01 1.902370e-01 1.252211e-01 7.352669e-02 1.063978e-01 1.303867e-01 1.076315e-01 4.282164e-02 8.362681e-02 2.593566e-02 1.027649e-01 1.136647e-01 4.701426e-02 6.821049e-02 2.767622e-01 7.517254e-02 5.991771e-02 1.428298e-01 2.634445e-01 1.214482e-01 2.850754e-01 2.084834e-01 1.886042e-01 
6 61  1.197651460247433448e+02 0 0 1.096840e-01 8.024272e-02 1.266161e-01 7.442941e-02 9.822523e-02 1.239611e-01 2.111555e-01 1.644248e-01 8.061850e-02 1.205515e-01 1.166921e-01 1.032293e-01 4.432029e-02 7.468183e-02 2.232585e-02 8.745446e-02 1.468131e-01 4.788365e-02 6.654161e-02 3.522343e-01 6.506601e-02 5.702248e-02 1.352283e-01 3.061985e-01 9.668176e-02 3.364277e-01 2.378353e-01 2.083986e-01 
7 71  1.182355968006557134e+02 0 0 1.101652e-01 8.239171e-02 1.318951e-01 9.005784e-02 9.304955e-02 9.895633e-02 1.981056e-01 1.555230e-01 8.677382e-02 1.176302e-01 1.239666e-01 9.714470e-02 3.698430e-02 8.457495e-02 1.964717e-02 9.880453e-02 1.394902e-01 5.222013e-02 5.392863e-02 3.340355e-01 7.682627e-02 4.398233e-02 1.388052e-01 2.585163e-01 9.435143e-02 2.801933e-01 2.398377e-01 2.049066e-01 
8 81  1.096201563777010080e+02 0 0 1.125933e-01 8.337496e-02 1.227503e-01 8.852674e-02 9.137127e-02 1.152504e-01 2.159978e-01 1.748376e-01 8.714281e-02 1.102161e-01 1.314755e-01 9.261250e-02 3.733592e-02 7.729563e-02 2.112529e-02 9.247163e-02 1.364868e-01 4.382369e-02 5.466326e-02 3.383388e-01 7.974589e-02 4.317796e-02 1.318534e-01 2.941988e-01 9.942518e-02 3.216130e-01 2.243902e-01 1.745213e-01 
9 91  1.145716773647324089e+02 0 0 9.828773e-02 8.070757e-02 1.313087e-01 8.668026e-02 7.581187e-02 1.252498e-01 2.056765e-01 1.655766e-01 9.107834e-02 1.177468e-01 1.365315e-01 9.746283e-02 3.506508e-02 7.811817e-02 2.183632e-02 1.002633e-01 1.407613e-01 4.483958e-02 4.699092e-02 3.187658e-01 8.279420e-02 4.727493e-02 1.272069e-01 2.800725e-01 1.138573e-01 2.845425e-01 2.244802e-01 2.099241e-01 
10 101  1.125713464397586137e+02 0 0 9.892647e-02 9.574592e-02 1.258008e-01 9.429983e-02 8.473452e-02 1.353447e-01 2.110615e-01 1.659481e-01 9.091762e-02 1.176452e-01 1.245149e-01 9.878438e-02 3.731721e-02 7.454583e-02 1.771129e-02 1.122149e-01 1.258076e-01 4.858312e-02 5.573774e-02 2.615113e-01 8.388990e-02 6.234834e-02 1.425552e-01 2.804311e-01 1.089354e-01 2.859644e-01 2.272658e-01 1.888765e-01 
