%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=212815, 2026/02/15 21:7:57.16)
1 11 3.470670e-02 1.244158e+01  1.043981619766138778e+02  1.187484686710457709e+02  1.734279859918148645e+02  2.507241178257819740e+02
2 21 3.301886e-02 1.244795e+01  1.043981619766138778e+02  1.254653147517261402e+02  1.783908682877809611e+02  2.324963120110722059e+02
3 31 3.251964e-02 1.244839e+01  1.043981619766138778e+02  1.148260259828091279e+02  1.427022026155889307e+02  2.288652634761114939e+02
4 41 3.225790e-02 1.244332e+01  1.043981619766138778e+02  1.144455858665770620e+02  1.549471921541804988e+02  3.600161005419838602e+02
5 51 3.191669e-02 1.245155e+01  1.043981619766138778e+02  1.098033074303345842e+02  1.439194397416276274e+02  3.269138648337829522e+02
6 61 3.102149e-02 1.243904e+01  1.043981619766138778e+02  1.197651460247433448e+02  1.705494433857244303e+02  3.321613572730042847e+02
7 71 2.997497e-02 1.241112e+01  1.043981619766138778e+02  1.182355968006557134e+02  1.625829852361712256e+02  2.951874589762342680e+02
8 81 2.933270e-02 1.238273e+01  1.043981619766138778e+02  1.096201563777010080e+02  1.613710812770979146e+02  2.275182858192603987e+02
9 91 2.900295e-02 1.236138e+01  1.043981619766138778e+02  1.145716773647324089e+02  1.409638702355863416e+02  2.192140429441383276e+02
10 101 2.841956e-02 1.233724e+01  1.043981619766138778e+02  1.125713464397586137e+02  1.657754119523958138e+02  2.787638023558650957e+02
11 111 2.808241e-02 1.236412e+01  1.043981619766138778e+02  1.104493820815696807e+02  1.280375192764133203e+02  2.185644357174208494e+02
12 121 2.714885e-02 1.233643e+01  1.026691310820952197e+02  1.026691310820952197e+02  1.269096184005177292e+02  2.256224106764917963e+02
13 131 2.597034e-02 1.231957e+01  1.014042195865382041e+02  1.014042195865382041e+02  1.275150662872165697e+02  1.532391097594783389e+02
14 141 2.479993e-02 1.231707e+01  1.014042195865382041e+02  1.063853029949545714e+02  1.316257863278794957e+02  1.783239726525478375e+02
15 151 2.373782e-02 1.231437e+01  1.014042195865382041e+02  1.111084318223978471e+02  1.370890693761364787e+02  2.057510323777292740e+02
16 161 2.311794e-02 1.224013e+01  1.014042195865382041e+02  1.139174615630827532e+02  1.248542668626086822e+02  1.814543785082132672e+02
17 171 2.238581e-02 1.220787e+01  1.014042195865382041e+02  1.126907297331113540e+02  1.282266222962738311e+02  2.709840482342620476e+02
18 181 2.154583e-02 1.218153e+01  1.014042195865382041e+02  1.149925936906849131e+02  1.239335936398401827e+02  2.212195511618550086e+02
19 191 2.108251e-02 1.216831e+01  1.014042195865382041e+02  1.108465394501805434e+02  1.209353040200702623e+02  2.589727386670739975e+02
20 201 2.079604e-02 1.216150e+01  1.014042195865382041e+02  1.128448710174885150e+02  1.249869454499775543e+02  1.517208871493859874e+02
