%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=209166, 2026/02/11 10:36:6.69)
1 11 5.698321e-02 1.756372e+01  1.238413836293151746e+02  1.319701712499161772e+02  2.427262552710475063e+02  3.601862801043918694e+02
2 21 5.465051e-02 1.753949e+01  1.238413836293151746e+02  1.539834434635183129e+02  2.262562701014977620e+02  3.772835827030234555e+02
3 31 5.220900e-02 1.754033e+01  1.238413836293151746e+02  1.390845999632877579e+02  1.958185485155132142e+02  2.607850552252970147e+02
4 41 4.981727e-02 1.753174e+01  1.238413836293151746e+02  1.385052263150606109e+02  1.814545292285782807e+02  5.630047032792125492e+02
5 51 4.818157e-02 1.754183e+01  1.238413836293151746e+02  1.249049325826889003e+02  1.387301387467849736e+02  1.600825412372883534e+02
6 61 4.695168e-02 1.755261e+01  1.096589433538127309e+02  1.096589433538127309e+02  1.530060897686209955e+02  1.938614425878804468e+02
7 71 4.606677e-02 1.756442e+01  1.096589433538127309e+02  1.256326621776676262e+02  1.432352007102658433e+02  2.684971766292259190e+02
8 81 4.497303e-02 1.759693e+01  1.096589433538127309e+02  1.228095380657952234e+02  1.463674984516203779e+02  2.822429364755533356e+02
9 91 4.323002e-02 1.770518e+01  1.048098805764412305e+02  1.048098805764412305e+02  1.470602427643577812e+02  2.364841143365795233e+02
10 101 4.122818e-02 1.776191e+01  1.048098805764412305e+02  1.133191448576746865e+02  1.356989308678906525e+02  2.252910006636403182e+02
11 111 3.923523e-02 1.780954e+01  1.048098805764412305e+02  1.289577565084682647e+02  1.571651481264858603e+02  2.328768408855203802e+02
12 121 3.706781e-02 1.786873e+01  1.048098805764412305e+02  1.207450288183394065e+02  1.474669532134009842e+02  2.227038262840103755e+02
13 131 3.577978e-02 1.790632e+01  1.048098805764412305e+02  1.061798226716723974e+02  1.400085363925936690e+02  2.280382726228302488e+02
14 141 3.505852e-02 1.794518e+01  1.048098805764412305e+02  1.114726342716227094e+02  1.329082868119447767e+02  2.027513333239263318e+02
